id_vaca;id_toro;id_cria;celulas_somaticas;produccion_leche;calidad_patas;calidad_ubres;grasa;proteinas;cs_vaca;pl_vaca;pa_vaca;u_vaca;g_vaca;pr_vaca;cs_toro;pl_toro;pa_toro;u_toro;g_toro;pr_toro
V-454;T-12;C-5104;152163.0;5.99;5.68;6.84;3.83;3.53;135063.0;16.61;3.89;7.02;3.64;3.39;0.12;-0.63;8.5;6.2;0.0;0.11
V-602;T-2;C-5105;101919.0;139.03;2.45;2.43;3.8;3.33;206788.0;49.49;2.3;3.17;3.28;3.39;-0.55;1.58;3.15;1.45;0.32;0.02
V-281;T-13;C-5106;322537.0;0.0;4.45;5.16;3.92;4.0;164335.0;27.81;5.69;2.36;4.2;3.49;1.15;-2.01;3.84;7.61;0.12;0.4
V-661;T-12;C-5107;688110.0;0.0;7.37;3.78;3.9;3.38;591714.0;0.0;6.78;2.11;4.11;3.47;0.12;-0.63;8.5;6.2;0.0;0.11
V-40;T-2;C-5108;50000.0;57.88;5.47;1.72;3.69;4.0;64331.0;20.69;7.22;2.26;3.64;3.85;-0.55;1.58;3.15;1.45;0.32;0.02
V-93;T-13;C-5109;108183.0;0.0;3.47;5.15;3.25;3.68;50000.0;11.83;3.18;2.7;3.37;3.61;1.15;-2.01;3.84;7.61;0.12;0.4
V-250;T-9;C-5110;1015305.0;34.08;6.66;6.09;3.13;3.59;465278.0;20.3;7.84;8.14;3.04;3.38;1.21;0.8;6.51;5.35;0.25;0.14
V-226;T-6;C-5111;50000.0;193.11;1.73;4.3;4.0;3.63;219056.0;40.28;1.56;4.3;3.61;3.59;-1.81;3.91;1.76;5.19;0.06;0.16
V-569;T-10;C-5112;558012.0;53.2;2.64;5.97;3.21;2.8;417168.0;55.01;3.62;6.52;2.73;2.8;0.3;0.02;2.17;5.74;0.32;0.07
V-574;T-6;C-5113;50000.0;93.63;2.06;6.66;4.16;4.0;120451.0;19.8;2.81;7.75;4.4;3.82;-1.81;3.91;1.76;5.19;0.06;0.16
V-540;T-8;C-5114;834432.0;0.0;5.14;4.79;3.3;3.1;229726.0;19.43;2.5;7.0;3.09;3.25;2.96;-1.56;7.53;1.73;0.03;0.08
V-646;T-4;C-5115;50000.0;17.0;7.03;4.9;3.77;2.9;50000.0;43.33;5.86;7.61;3.14;2.8;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-311;T-8;C-5116;403417.0;0.0;5.87;2.52;2.5;2.8;105468.0;0.0;3.2;3.39;2.58;2.97;2.96;-1.56;7.53;1.73;0.03;0.08
V-468;T-15;C-5117;195295.0;25.35;5.87;3.97;2.5;4.0;171619.0;6.24;3.73;5.74;2.58;3.63;0.26;3.14;8.77;2.53;0.09;0.22
V-201;T-8;C-5118;775526.0;0.0;5.06;3.72;3.05;3.3;178930.0;42.01;3.23;6.09;3.16;3.21;2.96;-1.56;7.53;1.73;0.03;0.08
V-130;T-14;C-5119;714087.0;437.01;6.06;3.97;3.74;3.98;381802.0;98.45;2.98;3.18;3.54;4.0;0.71;3.14;8.11;4.35;0.13;0.13
V-271;T-14;C-5120;91109.0;25.3;6.05;5.85;4.16;4.0;50000.0;6.74;3.59;7.83;3.7;4.0;0.71;3.14;8.11;4.35;0.13;0.13
V-437;T-4;C-5121;124332.0;15.37;6.41;3.51;3.12;3.65;194352.0;40.52;4.78;4.15;2.62;3.55;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-254;T-9;C-5122;322251.0;47.08;6.37;3.49;4.53;3.1;135208.0;28.35;6.7;2.2;3.94;2.91;1.21;0.8;6.51;5.35;0.25;0.14
V-139;T-1;C-5123;83971.0;4.53;3.39;7.0;4.33;3.11;50000.0;25.16;3.71;7.68;4.14;3.28;0.63;-0.82;3.77;6.26;-0.05;0.11
V-386;T-3;C-5124;997661.0;75.28;8.47;4.67;3.96;3.85;252579.0;32.58;7.53;1.35;3.45;3.46;2.74;1.31;8.27;7.23;0.26;0.13
V-95;T-8;C-5125;1144032.0;0.0;5.83;2.17;3.65;4.0;267491.0;22.4;4.58;2.83;3.47;4.0;2.96;-1.56;7.53;1.73;0.03;0.08
V-303;T-15;C-5126;340541.0;68.27;7.74;1.97;3.23;3.55;294130.0;17.08;8.26;1.64;3.14;3.25;0.26;3.14;8.77;2.53;0.09;0.22
V-82;T-7;C-5127;50000.0;1.12;5.21;3.86;3.93;3.92;123087.0;0.58;5.43;4.75;3.36;3.84;-1.12;1.07;6.13;3.79;0.46;0.13
V-60;T-6;C-5128;50000.0;214.49;1.52;6.78;3.93;4.0;249834.0;41.97;1.24;7.17;3.63;4.0;-1.81;3.91;1.76;5.19;0.06;0.16
V-218;T-8;C-5129;461741.0;0.0;8.26;5.51;3.18;3.12;118661.0;0.0;8.6;8.86;3.1;3.09;2.96;-1.56;7.53;1.73;0.03;0.08
V-248;T-2;C-5130;152614.0;129.92;5.27;4.25;3.81;2.89;326641.0;47.3;7.9;7.16;3.49;3.04;-0.55;1.58;3.15;1.45;0.32;0.02
V-529;T-7;C-5131;50000.0;55.88;6.29;4.86;3.42;3.56;181074.0;28.71;5.74;5.49;3.28;3.58;-1.12;1.07;6.13;3.79;0.46;0.13
V-568;T-1;C-5132;305217.0;3.68;4.81;3.83;3.09;3.85;207837.0;20.65;6.39;2.18;3.31;3.48;0.63;-0.82;3.77;6.26;-0.05;0.11
V-184;T-15;C-5133;232593.0;180.02;4.96;4.14;4.21;3.1;195387.0;41.59;1.41;6.5;3.76;2.82;0.26;3.14;8.77;2.53;0.09;0.22
V-271;T-5;C-5134;50000.0;17.88;2.77;8.14;3.83;4.0;50000.0;6.74;3.59;7.83;3.7;4.0;-2.31;1.68;2.5;8.56;0.15;0.03
V-592;T-1;C-5135;77295.0;0.7;5.34;5.03;3.49;3.6;50000.0;4.33;6.27;3.21;3.56;3.69;0.63;-0.82;3.77;6.26;-0.05;0.11
V-615;T-12;C-5136;166020.0;23.57;5.45;5.74;3.0;4.0;135452.0;64.49;3.52;4.32;2.97;4.0;0.12;-0.63;8.5;6.2;0.0;0.11
V-305;T-11;C-5137;50000.0;152.11;6.85;5.03;3.55;3.05;138731.0;31.36;5.98;2.96;3.26;3.17;-0.75;3.81;6.49;8.09;-0.02;0.07
V-300;T-2;C-5138;50000.0;168.64;2.63;4.46;4.7;3.16;105143.0;65.2;2.32;7.59;4.21;3.37;-0.55;1.58;3.15;1.45;0.32;0.02
V-600;T-3;C-5139;1214925.0;88.33;8.08;6.6;3.59;3.19;320216.0;38.63;6.73;6.5;3.47;2.99;2.74;1.31;8.27;7.23;0.26;0.13
V-254;T-1;C-5140;237929.0;4.92;4.76;4.23;3.99;3.16;135208.0;28.35;6.7;2.2;3.94;2.91;0.63;-0.82;3.77;6.26;-0.05;0.11
V-80;T-5;C-5141;50000.0;7.34;2.03;8.07;3.41;3.5;284638.0;2.65;1.67;7.97;3.19;3.2;-2.31;1.68;2.5;8.56;0.15;0.03
V-176;T-2;C-5142;171665.0;186.7;3.15;2.31;4.26;3.81;354079.0;69.67;2.68;2.84;4.05;3.66;-0.55;1.58;3.15;1.45;0.32;0.02
V-252;T-5;C-5143;50000.0;78.9;1.88;4.91;3.4;3.78;201387.0;30.38;1.29;2.25;3.15;4.0;-2.31;1.68;2.5;8.56;0.15;0.03
V-344;T-9;C-5144;534650.0;95.74;5.16;6.06;3.56;3.58;237369.0;56.98;3.15;7.26;3.08;3.32;1.21;0.8;6.51;5.35;0.25;0.14
V-610;T-3;C-5145;911459.0;79.88;7.85;8.02;4.2;4.0;231331.0;38.0;7.86;7.43;3.59;3.82;2.74;1.31;8.27;7.23;0.26;0.13
V-524;T-8;C-5146;356910.0;0.0;6.61;1.49;3.82;2.94;98157.0;31.6;5.37;1.14;3.95;2.96;2.96;-1.56;7.53;1.73;0.03;0.08
V-553;T-4;C-5147;140943.0;1.59;4.17;3.85;5.17;3.72;212663.0;4.75;1.46;5.4;4.08;3.44;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-341;T-2;C-5148;179280.0;56.12;5.22;1.42;2.8;4.0;364643.0;21.95;8.42;1.45;2.59;3.66;-0.55;1.58;3.15;1.45;0.32;0.02
V-405;T-15;C-5149;252007.0;165.93;6.96;3.3;3.54;3.94;220820.0;40.28;4.81;3.73;3.53;3.37;0.26;3.14;8.77;2.53;0.09;0.22
V-427;T-15;C-5150;350615.0;325.54;7.35;6.08;4.19;4.0;254043.0;73.87;5.04;8.96;3.95;3.9;0.26;3.14;8.77;2.53;0.09;0.22
V-15;T-15;C-5151;136964.0;139.46;7.97;4.01;4.06;3.6;105470.0;36.33;6.35;4.93;3.71;3.1;0.26;3.14;8.77;2.53;0.09;0.22
V-194;T-11;C-5152;50000.0;120.27;6.69;7.01;3.5;3.22;182553.0;23.08;7.83;5.03;3.47;3.31;-0.75;3.81;6.49;8.09;-0.02;0.07
V-97;T-13;C-5153;382919.0;0.0;3.92;5.8;4.74;3.23;173530.0;26.11;3.71;4.2;4.53;3.0;1.15;-2.01;3.84;7.61;0.12;0.4
V-252;T-14;C-5154;313964.0;117.86;4.29;3.2;3.26;3.79;201387.0;30.38;1.29;2.25;3.15;4.0;0.71;3.14;8.11;4.35;0.13;0.13
V-146;T-10;C-5155;362130.0;50.59;3.47;7.77;4.12;3.11;264106.0;53.54;5.35;8.73;3.8;2.8;0.3;0.02;2.17;5.74;0.32;0.07
V-237;T-1;C-5156;88612.0;2.23;2.63;7.0;3.59;3.48;50000.0;12.85;1.96;8.93;3.82;3.44;0.63;-0.82;3.77;6.26;-0.05;0.11
V-313;T-6;C-5157;50000.0;203.24;2.36;6.13;3.54;3.65;302096.0;37.78;2.78;7.74;3.81;3.23;-1.81;3.91;1.76;5.19;0.06;0.16
V-443;T-11;C-5158;50000.0;197.44;5.38;7.75;3.82;3.51;50000.0;43.55;3.32;6.15;3.78;3.76;-0.75;3.81;6.49;8.09;-0.02;0.07
V-153;T-13;C-5159;394123.0;0.0;5.85;8.18;3.79;3.33;187314.0;44.55;7.28;8.53;3.94;3.28;1.15;-2.01;3.84;7.61;0.12;0.4
V-8;T-9;C-5160;174837.0;82.07;7.29;6.48;3.4;3.47;79763.0;41.88;7.04;7.21;3.27;3.06;1.21;0.8;6.51;5.35;0.25;0.14
V-469;T-6;C-5161;50000.0;146.71;4.51;5.75;3.14;3.66;81510.0;28.64;7.7;6.41;3.15;3.43;-1.81;3.91;1.76;5.19;0.06;0.16
V-147;T-13;C-5162;791415.0;0.0;2.55;5.26;3.38;3.52;335548.0;15.66;1.81;3.38;3.48;3.28;1.15;-2.01;3.84;7.61;0.12;0.4
V-483;T-12;C-5163;357822.0;8.46;7.67;4.95;3.49;3.99;293010.0;21.14;7.21;3.24;3.44;3.62;0.12;-0.63;8.5;6.2;0.0;0.11
V-486;T-12;C-5164;364675.0;0.67;4.84;6.78;4.34;2.91;331062.0;1.97;1.05;6.77;4.16;2.98;0.12;-0.63;8.5;6.2;0.0;0.11
V-160;T-9;C-5165;488688.0;83.78;7.54;6.6;3.75;4.0;203283.0;44.13;8.81;6.97;3.61;3.85;1.21;0.8;6.51;5.35;0.25;0.14
V-533;T-4;C-5166;129947.0;10.74;5.27;3.94;4.42;3.26;171521.0;27.79;2.44;4.96;3.57;3.6;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-251;T-10;C-5167;67851.0;73.02;3.24;6.87;2.87;3.79;52910.0;77.8;4.86;7.07;2.5;3.4;0.3;0.02;2.17;5.74;0.32;0.07
V-655;T-7;C-5168;50000.0;0.0;4.63;4.5;4.4;3.5;273003.0;0.0;3.62;4.46;4.27;3.42;-1.12;1.07;6.13;3.79;0.46;0.13
V-304;T-6;C-5169;50000.0;129.29;4.35;3.05;3.34;2.88;377240.0;24.07;6.89;1.4;3.28;2.8;-1.81;3.91;1.76;5.19;0.06;0.16
V-12;T-1;C-5170;235292.0;10.36;5.32;5.5;2.7;3.46;149102.0;59.43;6.06;4.46;2.94;3.28;0.63;-0.82;3.77;6.26;-0.05;0.11
V-181;T-9;C-5171;767549.0;39.73;7.13;4.74;3.34;3.45;339824.0;22.17;6.83;4.13;3.14;3.13;1.21;0.8;6.51;5.35;0.25;0.14
V-596;T-6;C-5172;50000.0;195.92;4.07;6.64;3.6;4.0;50000.0;42.08;6.23;8.17;3.57;3.8;-1.81;3.91;1.76;5.19;0.06;0.16
V-23;T-12;C-5173;189089.0;4.96;7.61;4.81;3.78;3.76;185672.0;12.89;6.42;3.72;3.72;3.7;0.12;-0.63;8.5;6.2;0.0;0.11
V-312;T-5;C-5174;50000.0;0.0;4.24;6.48;3.33;2.8;102679.0;0.0;6.09;5.61;3.2;2.93;-2.31;1.68;2.5;8.56;0.15;0.03
V-75;T-13;C-5175;553401.0;0.0;5.45;5.35;3.35;3.71;284226.0;36.21;6.59;2.63;2.93;3.62;1.15;-2.01;3.84;7.61;0.12;0.4
V-81;T-7;C-5176;50000.0;91.1;5.15;2.54;4.28;3.51;85237.0;44.08;4.7;1.78;4.12;3.53;-1.12;1.07;6.13;3.79;0.46;0.13
V-11;T-14;C-5177;442057.0;100.39;7.77;6.11;3.51;3.65;261463.0;25.23;7.73;7.58;3.63;3.68;0.71;3.14;8.11;4.35;0.13;0.13
V-64;T-7;C-5178;50000.0;67.14;3.74;2.92;3.09;3.57;50000.0;32.04;1.68;1.67;2.89;3.82;-1.12;1.07;6.13;3.79;0.46;0.13
V-251;T-3;C-5179;186137.0;163.57;6.72;7.52;2.95;3.46;52910.0;77.8;4.86;7.07;2.5;3.4;2.74;1.31;8.27;7.23;0.26;0.13
V-279;T-3;C-5180;186152.0;68.21;6.8;8.4;3.29;3.28;50000.0;29.18;4.51;8.78;3.14;3.21;2.74;1.31;8.27;7.23;0.26;0.13
V-81;T-2;C-5181;50000.0;111.52;3.73;1.77;4.47;3.51;85237.0;44.08;4.7;1.78;4.12;3.53;-0.55;1.58;3.15;1.45;0.32;0.02
V-148;T-13;C-5182;434024.0;0.0;3.47;5.89;4.1;4.0;209901.0;30.28;3.48;3.72;3.67;3.95;1.15;-2.01;3.84;7.61;0.12;0.4
V-368;T-11;C-5183;98690.0;191.71;6.97;4.99;3.38;4.0;406403.0;44.11;7.85;2.62;3.4;3.67;-0.75;3.81;6.49;8.09;-0.02;0.07
V-429;T-1;C-5184;108408.0;6.59;4.43;4.0;2.6;3.13;68687.0;34.88;4.71;1.12;2.7;3.17;0.63;-0.82;3.77;6.26;-0.05;0.11
V-75;T-1;C-5185;498971.0;6.09;4.77;4.82;3.05;3.41;284226.0;36.21;6.59;2.63;2.93;3.62;0.63;-0.82;3.77;6.26;-0.05;0.11
V-529;T-2;C-5186;87552.0;67.28;4.11;3.28;3.36;3.47;181074.0;28.71;5.74;5.49;3.28;3.58;-0.55;1.58;3.15;1.45;0.32;0.02
V-296;T-8;C-5187;250499.0;0.0;5.88;2.62;2.54;3.88;60862.0;36.79;4.04;3.64;2.5;3.54;2.96;-1.56;7.53;1.73;0.03;0.08
V-495;T-5;C-5188;50000.0;122.51;3.96;7.2;3.91;3.39;523213.0;47.66;5.95;7.04;4.0;3.06;-2.31;1.68;2.5;8.56;0.15;0.03
V-340;T-13;C-5189;786256.0;0.0;5.21;8.21;2.85;4.0;336141.0;35.66;6.52;8.27;2.77;4.0;1.15;-2.01;3.84;7.61;0.12;0.4
V-475;T-3;C-5190;183792.0;0.0;5.28;6.8;3.82;3.8;50000.0;0.0;1.44;6.79;3.6;4.0;2.74;1.31;8.27;7.23;0.26;0.13
V-553;T-5;C-5191;50000.0;13.27;1.85;6.63;4.01;3.38;212663.0;4.75;1.46;5.4;4.08;3.44;-2.31;1.68;2.5;8.56;0.15;0.03
V-539;T-12;C-5192;347093.0;11.1;7.9;4.7;4.03;3.44;309070.0;33.04;7.72;3.84;3.99;3.59;0.12;-0.63;8.5;6.2;0.0;0.11
V-3;T-11;C-5193;77445.0;139.88;5.27;6.9;3.07;3.58;312804.0;32.15;4.69;7.15;3.42;3.53;-0.75;3.81;6.49;8.09;-0.02;0.07
V-62;T-6;C-5194;50000.0;138.44;4.16;5.81;3.48;3.64;318821.0;27.5;6.38;7.44;3.71;3.42;-1.81;3.91;1.76;5.19;0.06;0.16
V-595;T-1;C-5195;146768.0;4.42;2.32;6.52;3.48;3.64;86718.0;26.12;1.27;7.06;3.67;3.83;0.63;-0.82;3.77;6.26;-0.05;0.11
V-111;T-4;C-5196;255365.0;11.95;7.27;3.49;3.95;3.84;399347.0;31.18;7.6;3.4;3.06;3.73;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-235;T-7;C-5197;50000.0;0.0;5.16;3.1;4.7;2.93;56376.0;0.0;5.02;2.07;4.14;2.88;-1.12;1.07;6.13;3.79;0.46;0.13
V-531;T-3;C-5198;563740.0;111.14;8.98;4.43;4.05;3.23;159532.0;50.29;8.7;2.03;3.51;3.25;2.74;1.31;8.27;7.23;0.26;0.13
V-188;T-12;C-5199;344137.0;3.33;7.11;8.09;3.18;3.6;307210.0;9.11;6.79;8.88;2.98;3.41;0.12;-0.63;8.5;6.2;0.0;0.11
V-10;T-3;C-5200;444020.0;71.19;5.17;4.79;3.47;3.5;125227.0;30.01;2.47;2.58;3.59;3.53;2.74;1.31;8.27;7.23;0.26;0.13
V-327;T-2;C-5201;92763.0;29.49;5.31;5.31;3.53;3.8;213688.0;10.88;8.64;8.59;3.35;3.65;-0.55;1.58;3.15;1.45;0.32;0.02
V-259;T-5;C-5202;50000.0;55.79;1.89;7.14;3.02;4.0;307372.0;20.91;1.14;4.52;3.06;3.71;-2.31;1.68;2.5;8.56;0.15;0.03
V-122;T-8;C-5203;644644.0;0.0;6.92;4.53;3.95;3.57;168923.0;18.15;7.8;7.05;3.97;3.47;2.96;-1.56;7.53;1.73;0.03;0.08
V-382;T-12;C-5204;287282.0;5.18;6.13;6.66;3.55;3.75;251113.0;13.47;4.93;8.56;3.59;4.0;0.12;-0.63;8.5;6.2;0.0;0.11
V-371;T-8;C-5205;1229236.0;0.0;4.5;3.79;3.49;3.58;336620.0;30.02;1.36;5.8;3.7;3.78;2.96;-1.56;7.53;1.73;0.03;0.08
V-30;T-8;C-5206;1033207.0;0.0;7.48;2.92;4.19;4.0;283430.0;10.22;7.4;4.75;3.78;4.0;2.96;-1.56;7.53;1.73;0.03;0.08
V-312;T-5;C-5207;50000.0;0.0;4.13;7.05;3.1;2.82;102679.0;0.0;6.09;5.61;3.2;2.93;-2.31;1.68;2.5;8.56;0.15;0.03
V-501;T-3;C-5208;1114629.0;152.89;7.58;7.9;2.7;3.35;281120.0;66.99;6.68;7.14;2.5;3.1;2.74;1.31;8.27;7.23;0.26;0.13
V-345;T-13;C-5209;228266.0;0.0;4.61;6.69;4.42;3.92;106020.0;0.0;5.41;6.79;3.92;3.75;1.15;-2.01;3.84;7.61;0.12;0.4
V-113;T-12;C-5210;190042.0;11.8;4.51;4.43;3.96;3.83;168896.0;33.92;1.43;1.88;3.67;3.62;0.12;-0.63;8.5;6.2;0.0;0.11
V-586;T-12;C-5211;130146.0;19.73;5.76;4.52;3.3;2.88;117849.0;54.4;4.09;2.19;3.38;2.99;0.12;-0.63;8.5;6.2;0.0;0.11
V-225;T-1;C-5212;535078.0;5.52;3.44;6.74;3.17;4.0;308134.0;30.2;3.15;8.16;3.07;3.76;0.63;-0.82;3.77;6.26;-0.05;0.11
V-285;T-3;C-5213;1084784.0;117.59;5.79;6.5;2.89;3.64;286612.0;47.0;4.27;5.33;2.81;3.79;2.74;1.31;8.27;7.23;0.26;0.13
V-51;T-11;C-5214;84299.0;88.38;5.22;7.4;3.17;4.0;310241.0;18.38;4.44;6.4;3.45;3.98;-0.75;3.81;6.49;8.09;-0.02;0.07
V-204;T-7;C-5215;50000.0;28.11;5.16;3.95;3.09;3.74;380810.0;14.21;4.66;4.75;2.79;3.31;-1.12;1.07;6.13;3.79;0.46;0.13
V-484;T-4;C-5216;271907.0;6.85;7.04;4.49;4.32;3.07;377960.0;17.95;5.86;6.63;3.85;3.42;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-194;T-10;C-5217;246185.0;21.89;5.08;5.01;4.02;3.59;182553.0;23.08;7.83;5.03;3.47;3.31;0.3;0.02;2.17;5.74;0.32;0.07
V-322;T-12;C-5218;311669.0;7.67;5.36;6.67;3.06;3.65;267552.0;22.72;1.88;6.84;3.26;3.56;0.12;-0.63;8.5;6.2;0.0;0.11
V-470;T-10;C-5219;67090.0;23.22;3.07;3.66;3.35;3.15;50000.0;24.63;3.76;2.33;3.15;3.22;0.3;0.02;2.17;5.74;0.32;0.07
V-573;T-12;C-5220;436577.0;3.7;5.01;6.63;3.08;3.61;359581.0;10.52;2.6;7.66;2.94;3.53;0.12;-0.63;8.5;6.2;0.0;0.11
V-447;T-6;C-5221;50000.0;24.27;2.32;5.76;3.64;3.8;146924.0;4.78;2.52;6.88;3.46;3.36;-1.81;3.91;1.76;5.19;0.06;0.16
V-223;T-7;C-5222;50000.0;31.58;7.03;4.68;4.11;3.8;223736.0;16.59;7.13;6.02;3.43;3.62;-1.12;1.07;6.13;3.79;0.46;0.13
V-192;T-2;C-5223;92842.0;94.57;4.24;3.98;3.82;3.34;202201.0;39.29;5.8;6.64;3.25;3.24;-0.55;1.58;3.15;1.45;0.32;0.02
V-609;T-14;C-5224;427855.0;199.96;6.1;4.04;3.01;3.58;242987.0;45.66;3.16;4.61;2.96;3.37;0.71;3.14;8.11;4.35;0.13;0.13
V-370;T-14;C-5225;80787.0;163.21;7.3;5.8;4.16;3.21;50000.0;36.38;7.32;6.88;3.67;3.2;0.71;3.14;8.11;4.35;0.13;0.13
V-606;T-7;C-5226;50000.0;101.94;4.11;5.17;5.34;4.0;50000.0;46.84;2.53;6.33;4.51;4.0;-1.12;1.07;6.13;3.79;0.46;0.13
V-26;T-13;C-5227;454269.0;0.0;2.68;4.29;4.08;4.0;211084.0;17.52;1.34;1.69;3.62;3.77;1.15;-2.01;3.84;7.61;0.12;0.4
V-658;T-7;C-5228;50000.0;43.79;4.89;5.35;4.69;3.9;497552.0;21.22;4.42;7.34;3.87;3.48;-1.12;1.07;6.13;3.79;0.46;0.13
V-80;T-14;C-5229;476168.0;10.82;5.35;6.56;3.01;3.16;284638.0;2.65;1.67;7.97;3.19;3.2;0.71;3.14;8.11;4.35;0.13;0.13
V-332;T-8;C-5230;947905.0;0.0;7.57;3.35;3.05;3.45;242448.0;10.36;8.76;4.68;3.33;3.38;2.96;-1.56;7.53;1.73;0.03;0.08
V-219;T-2;C-5231;65514.0;32.79;5.59;2.19;3.58;3.06;146552.0;12.06;7.51;2.58;3.07;3.25;-0.55;1.58;3.15;1.45;0.32;0.02
V-194;T-10;C-5232;220736.0;24.15;4.59;5.5;3.87;3.43;182553.0;23.08;7.83;5.03;3.47;3.31;0.3;0.02;2.17;5.74;0.32;0.07
V-304;T-1;C-5233;599973.0;4.43;5.73;3.94;3.03;2.8;377240.0;24.07;6.89;1.4;3.28;2.8;0.63;-0.82;3.77;6.26;-0.05;0.11
V-227;T-2;C-5234;50000.0;119.38;3.57;2.91;4.43;3.47;50000.0;44.22;4.37;4.38;4.08;3.26;-0.55;1.58;3.15;1.45;0.32;0.02
V-142;T-15;C-5235;199068.0;103.01;5.31;3.97;3.03;3.67;154333.0;27.6;2.88;5.11;3.09;3.37;0.26;3.14;8.77;2.53;0.09;0.22
V-153;T-1;C-5236;274850.0;8.79;5.52;7.6;3.95;3.62;187314.0;44.55;7.28;8.53;3.94;3.28;0.63;-0.82;3.77;6.26;-0.05;0.11
V-643;T-2;C-5237;50000.0;153.37;2.17;1.73;3.26;3.33;50000.0;61.71;1.45;1.72;3.08;3.68;-0.55;1.58;3.15;1.45;0.32;0.02
V-413;T-3;C-5238;524819.0;26.49;8.11;7.95;4.24;3.54;134327.0;11.29;8.65;8.02;3.81;3.45;2.74;1.31;8.27;7.23;0.26;0.13
V-172;T-7;C-5239;50000.0;65.05;5.44;5.98;3.31;3.78;137397.0;31.22;4.26;7.88;3.02;3.34;-1.12;1.07;6.13;3.79;0.46;0.13
V-238;T-6;C-5240;50000.0;144.53;4.29;4.92;2.66;3.51;50000.0;29.67;6.32;3.84;2.81;3.53;-1.81;3.91;1.76;5.19;0.06;0.16
V-161;T-10;C-5241;302416.0;24.19;4.61;4.39;4.19;3.72;212839.0;22.31;7.15;3.16;3.69;3.97;0.3;0.02;2.17;5.74;0.32;0.07
V-459;T-2;C-5242;91872.0;70.28;4.48;3.48;3.43;3.42;199203.0;27.44;6.14;5.59;3.47;3.24;-0.55;1.58;3.15;1.45;0.32;0.02
V-584;T-13;C-5243;512421.0;0.0;5.7;4.86;2.76;4.0;228733.0;21.68;8.37;2.44;2.89;4.0;1.15;-2.01;3.84;7.61;0.12;0.4
V-170;T-3;C-5244;1340055.0;26.97;5.6;4.56;3.65;3.27;334810.0;11.95;2.5;2.6;3.6;3.18;2.74;1.31;8.27;7.23;0.26;0.13
V-135;T-4;C-5245;122298.0;7.98;7.44;4.71;5.07;3.58;166508.0;21.54;7.79;6.74;4.03;4.0;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-85;T-12;C-5246;233912.0;7.89;5.91;6.51;2.64;4.0;199313.0;20.03;2.43;5.9;2.5;4.0;0.12;-0.63;8.5;6.2;0.0;0.11
V-15;T-6;C-5247;50000.0;179.56;3.97;5.17;3.57;2.94;105470.0;36.33;6.35;4.93;3.71;3.1;-1.81;3.91;1.76;5.19;0.06;0.16
V-438;T-2;C-5248;229137.0;49.66;2.12;1.62;3.83;3.61;536387.0;18.94;1.37;1.55;3.35;3.74;-0.55;1.58;3.15;1.45;0.32;0.02
V-500;T-8;C-5249;623652.0;0.0;5.67;2.41;3.26;4.0;160779.0;41.9;3.14;2.92;3.18;4.0;2.96;-1.56;7.53;1.73;0.03;0.08
V-146;T-2;C-5250;110868.0;127.08;4.13;5.04;4.45;2.8;264106.0;53.54;5.35;8.73;3.8;2.8;-0.55;1.58;3.15;1.45;0.32;0.02
V-16;T-11;C-5251;50000.0;0.0;7.64;7.1;3.26;3.4;104623.0;0.0;8.11;5.57;3.48;3.39;-0.75;3.81;6.49;8.09;-0.02;0.07
V-6;T-8;C-5252;995132.0;0.0;6.37;5.09;3.16;3.86;244569.0;72.48;4.47;8.26;3.44;3.78;2.96;-1.56;7.53;1.73;0.03;0.08
V-379;T-5;C-5253;50000.0;73.08;1.8;6.3;3.34;4.0;189067.0;29.62;1.12;4.79;2.99;3.76;-2.31;1.68;2.5;8.56;0.15;0.03
V-129;T-3;C-5254;1370284.0;80.72;6.41;6.86;3.74;2.8;406950.0;38.36;3.51;5.73;3.73;2.8;2.74;1.31;8.27;7.23;0.26;0.13
V-316;T-5;C-5255;50000.0;130.93;2.88;5.14;3.74;3.83;192100.0;53.42;3.54;1.65;3.83;3.84;-2.31;1.68;2.5;8.56;0.15;0.03
V-16;T-10;C-5256;138729.0;0.0;5.22;5.16;3.95;3.73;104623.0;0.0;8.11;5.57;3.48;3.39;0.3;0.02;2.17;5.74;0.32;0.07
V-5;T-7;C-5257;50000.0;52.83;5.03;4.46;2.78;4.0;173622.0;24.23;4.52;4.74;2.58;3.84;-1.12;1.07;6.13;3.79;0.46;0.13
V-92;T-13;C-5258;117543.0;0.0;4.29;6.81;4.51;3.78;50000.0;30.59;5.58;6.49;3.98;3.36;1.15;-2.01;3.84;7.61;0.12;0.4
V-323;T-4;C-5259;180316.0;4.58;5.01;2.0;5.03;3.31;238145.0;13.44;2.46;1.46;4.35;3.38;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-106;T-14;C-5260;676751.0;224.44;5.03;2.86;4.81;3.13;374233.0;50.79;1.75;1.6;4.36;3.07;0.71;3.14;8.11;4.35;0.13;0.13
